lemma,pos,rank,dispersion,gloss
거리,NNG,1524,0.96,distance|space|street
농민,NNG,1525,0.88,farmer
표현하다,VV,1526,0.90,express
가끔,MAG,1527,0.89,occasionally|from time to time
천만,NR,1528,0.77,ten million
관계자,NNG,1529,0.32,party concerned|persons concerned
이쪽,NP,1530,0.59,this way
깔다,VV,1531,0.62,spread|pave
복,NNG,1532,0.58,good fortune|luck
원칙,NNG,1533,0.88,principle
여행,NNG,1534,0.97,travel|journey
철학,NNG,1535,0.86,philosophy
까닭,NNG,1536,0.94,reason|cause
견디다,VV,1537,0.93,endure|bear|tolerate
늘어나다,VV,1538,0.76,stretch|increase|grow
해결하다,VV,1539,0.92,solve|resolve
민중,NNG,1540,0.70,people|public
갈등,NNG,1541,0.91,conflict
지적하다,VV,1542,0.80,point out
특징,NNG,1543,0.85,characteristic
건너다,VV,1544,0.81,cross
한마디,NNG,1545,0.96,remark|word
위치,NNG,1546,0.92,location|position
체계,NNG,1547,0.81,system|structure
유지하다,VV,1548,0.89,maintain|retain
그전,NNG,1549,0.26,before that
벌어지다,VV,1550,0.96,happen|take place
한,NNG,1551,0.92,limit|degree|end
요소,NNG,1552,0.79,element|factor|constituent
물어보다,VV,1553,0.60,ask
일찍,MAG,1554,0.84,early
요구,NNG,1555,0.90,demand|claim
검다,VA,1556,0.93,black|dark
감다,VV,1557,0.79,shut (one's eyes)
가을,NNG,1558,0.99,fall|autumn
유명하다,VA,1559,0.88,famous|celebrated
뿌리다,VV,1560,0.87,sprinkle|scatter|spray
총리,NNG,1561,0.61,prime minister
곱다,VA,1562,0.79,pretty|refined|dainty
치르다,VV,1563,0.95,pay|go through
정,NNG,1564,0.83,affection|attachment
켜다,VV,1565,0.76,light up|turn on
별,NNG,1566,0.92,star
베,NNG,1567,0.36,cloth|hemp cloth
투쟁,NNG,1568,0.93,fight|struggle
냐고,EC,1569,0.68,CONNECTIVE PROPOSITIVE
묶다,VV,1570,0.81,tie
여덟,NR,1571,0.51,eight
전,MM,1572,0.86,whole|all
웬,MM,1573,0.49,what|why
학자,NNG,1574,0.86,scholar
막히다,VV,1575,0.87,blocked|clogged
돌아보다,VV,1576,0.79,look back|think back
불교,NNG,1577,0.88,Buddhism
파다,VV,1578,0.61,dig|excavate
시작,NNG,1579,0.85,beginning|start
내년,NNG,1580,0.60,next year
쇠,NNG,1581,0.51,iron
대왕,NNG,1582,0.38,great king
예쁘다,VA,1583,0.78,pretty
기구,NNG,1584,0.81,organization
참여하다,VV,1585,0.84,participate in
잘못,NNG,1586,0.87,mistake|fault
직,NNG,1587,0.82,employment|position|occupation
질서,NNG,1588,0.88,order
급,NNB,1589,0.79,COUNTER (class|grade|rank)
곁,NNG,1590,0.87,side|nearby
공사,NNG,1591,0.89,construction
조상,NNG,1592,0.72,ancestor|forefathers
업무,NNG,1593,0.78,work|business|task
바치다,VV,1594,0.86,offer|present|devote
업다,VV,1595,0.64,carry on one's back
나아가다,VV,1596,0.92,advance|proceed
연극,NNG,1597,0.94,play|theater
고르다,VV,1598,0.86,select|choose
장소,NNG,1599,0.98,place|location
대,NNB,1600,0.80,large size|COUNTER (size or value)
겨우,MAG,1601,0.94,just|barely
시골,NNG,1602,0.82,rural area|countryside
아예,MAG,1603,0.91,never|not at all
빌리다,VV,1604,0.89,borrow|rent
건강,NNG,1605,0.90,health
아버님,NNG,1606,0.54,father (honorific)
가게,NNG,1607,0.86,store
카드,NNG,1608,0.78,card
살아가다,VV,1609,0.99,live|get along
의지,NNG,1610,0.95,will|volition
거두다,VV,1611,0.97,harvest|achieve|stop
금방,MAG,1612,0.75,soon|shortly
어제,NNG,1613,0.79,yesterday
무역,NNG,1614,0.77,trade
이익,NNG,1615,0.89,profit|gain
탁,MAG,1616,0.37,with a clap|with a snap
종류,NNG,1617,0.89,kind|sort|type
닭,NNG,1618,0.65,chicken|rooster
하얗다,VA,1619,0.84,white
가,NNG,1620,0.57,edge|verge
내밀다,VV,1621,0.81,stick out|stretch out
암,NNG,1622,0.73,cancer
점심,NNG,1623,0.75,lunch
제공하다,VV,1624,0.86,provide|offer
덮다,VV,1625,0.78,cover
기에,EC,1626,0.99,since|as
기계,NNG,1627,0.92,machine
대중,NNG,1628,0.88,public
부장,NNG,1629,0.89,department chief
정확하다,VA,1630,0.96,accurate
계속되다,VV,1631,0.95,continue
피해,NNG,1632,0.84,harm|damage
매일,MAG,1633,0.92,every day
채우다,VV,1634,0.94,fill|pack
심각하다,VA,1635,0.95,serious|severe
빌다,VV,1636,0.68,beg|apologize
미래,NNG,1637,0.92,future
도리,NNG,1638,0.70,method|duty
아무래도,MAG,1639,0.77,no matter what|by all means
훌륭하다,VA,1640,0.91,excellent|superb
서비스,NNG,1641,0.64,service
에게서,JKB,1642,0.96,from (animate noun)
역사적,NNG,1643,0.81,historic|historical
그치다,VV,1644,0.97,stop
큰일,NNG,1645,0.50,big deal|serious matter
뿌리,NNG,1646,0.95,root
두르다,VV,1647,0.65,put around|wrap around
먹이다,VV,1648,0.82,feed
느구나,EF,1649,0.49,FINAL EXCLAMATION
손가락,NNG,1650,0.86,finger
국어,NNG,1651,0.62,national language
어둠,NNG,1652,0.73,darkness
내부,NNG,1653,0.92,interior|inner part
느다고,EC,1654,0.19,that (connective)
장면,NNG,1655,0.97,scene
탓,NNG,1656,0.97,reason|responsibility
속하다,VV,1657,0.89,belong to|affiliated to
기존,NNG,1658,0.78,existing
이르다,VV,1659,0.78,tell|say
정승,NNG,1660,0.23,minister (Joseon)
관련하다,VV,1661,0.71,be related to
얘,IC,1662,0.31,hey|you
파,NNG,1663,0.92,group|faction
높이다,VV,1664,0.91,raise|increase
무릎,NNG,1665,0.87,knee
색,NNG,1666,0.91,color
옛,MM,1667,0.95,old
아무것,NNG,1668,0.83,anything
줄이다,VV,1669,0.84,reduce|decrease
등장하다,VV,1670,0.88,appear
불리다,VV,1671,0.96,be called|be named
반면,NNG,1672,0.79,on the other hand|whereas
그러므로,MAJ,1673,0.65,therefore
성장,NNG,1674,0.83,growth
드러내다,VV,1675,0.97,show|reveal
을,NNG,1676,0.65,second|latter
용,NNG,1677,0.63,dragon
기대,NNG,1678,0.94,expectation
끼,NNB,1679,0.48,COUNTER (meal)
과제,NNG,1680,0.84,task|homework
깨닫다,VV,1681,0.97,realize
전문가,NNG,1682,0.72,expert|professional
바탕,NNG,1683,0.91,basis|foundation
되,EC,1684,0.91,though|even though
독립,NNG,1685,0.92,independence
발표,NNG,1686,0.73,presentation|announcement
가,JX,1687,0.82,EMPHASIS particle
식사,NNG,1688,0.97,meal|eating
처리,NNG,1689,0.83,treatment|handling
건,NNB,1690,0.82,COUNTER (case|matter)
누나,NNG,1691,0.74,elder sister
마루,NNG,1692,0.68,floor
척,NNB,1693,0.71,pretense
울리다,VV,1694,0.87,ring|echo
만일,NNG,1695,0.96,if
직장,NNG,1696,0.93,workplace|job
소년,NNG,1697,0.98,boy
담,NNG,1698,0.65,wall|fence
어울리다,VV,1699,0.97,hang out|mix|socialize
보호,NNG,1700,0.83,protection|preservation
주요,NNG,1701,0.71,major
아무런,MM,1702,0.99,any sort of
터,NNG,1703,0.71,site|ground
한편,NNG,1704,0.96,same team|one side
정상,NNG,1705,0.70,summit|top
대개,MAG,1706,0.80,generally|mostly
관련되다,VV,1707,0.87,be related to|involved in
어쨌든,MAG,1708,0.81,any way|in any case
전망,NNG,1709,0.64,prospect|view
논리,NNG,1710,0.89,logic|reasoning
쭉,MAG,1711,0.32,straight|persistently
저런,MM,1712,0.55,that|such
거래,NNG,1713,0.76,deal|trade
도,NNB,1714,0.91,COUNTER (degree)
퍼센트,NNB,1715,0.55,percent
놀이,NNG,1716,0.89,play|game
어허,IC,1717,0.16,uh-oh|oh
라며,EC,1718,0.58,QUOTATIVE connective
주식,NNG,1719,0.62,stock
춥다,VA,1720,0.76,cold
조치,NNG,1721,0.81,action|measure
포함하다,VV,1722,0.85,include
가까이,MAG,1723,0.93,close|nearby
덜,MAG,1724,0.70,less
생각되다,VV,1725,0.93,be thought|look|appear
부족하다,VA,1726,0.93,lacking|insufficient
임금,NNG,1727,0.87,wage|pay
시집,NNG,1728,0.46,husband's family
수단,NNG,1729,0.92,means|tools
쓰러지다,VV,1730,0.83,fall|collapse
동물,NNG,1731,0.93,animal
닿다,VV,1732,0.93,touch|reach
ㄴ가요,EF,1733,0.64,FINAL QUESTION
남녀,NNG,1734,0.95,men and women
신라,NNP,1735,0.85,Silla (kingdom)
살림,NNG,1736,0.67,housekeeping
영역,NNG,1737,0.81,area|field
노조,NNG,1738,0.75,labor union
되,NNB,1739,0.36,measuring cup|COUNTER
부담,NNG,1740,0.84,burden|load
떼,NNG,1741,0.76,group|crowd
이튿날,NNG,1742,0.55,next day|following day
건,EC,1743,0.92,whatever|whether
지나치다,VA,1744,0.98,excessive|immoderate
풀,NNG,1745,0.77,grass|plant
맨날,MAG,1746,0.17,all the time|always
세대,NNG,1747,0.92,generation
쥐,NNG,1748,0.65,rat|mouse
밟다,VV,1749,0.90,step on|trample
전설,NNG,1750,0.57,legend
방침,NNG,1751,0.55,policy|plan
영,MAG,1752,0.54,at all|totally
비록,MAG,1753,0.97,even if|even though
열,NNG,1754,0.78,heat|fever
노력하다,VV,1755,0.94,make an effort
생,NNG,1756,0.76,life
끄다,VV,1757,0.56,put out|turn off
아시아,NNP,1758,0.74,Asia
계기,NNG,1759,0.88,chance|opportunity
계급,NNG,1760,0.72,class|stratum
서양,NNG,1761,0.86,the West
무렵,NNB,1762,0.97,about that time
사용되다,VV,1763,0.81,be used
자본,NNG,1764,0.84,capital
어떡하다,VV,1765,0.40,do so|what to do
부억,NNG,1766,0.79,kitchen
검사,NNG,1767,0.82,examination
총각,NNG,1768,0.46,bachelor|single man
수출,NNG,1769,0.71,export
폭,NNG,1770,0.87,width|breath
적다,VV,1771,0.88,put down|write
쏟아지다,VV,1772,0.93,pour
고생,NNG,1773,0.69,hardship|suffering
이웃,NNG,1774,0.95,neighbor
판,NNB,1775,0.72,space|situation|round
온,MM,1776,0.95,whole|entire
땀,NNG,1777,0.90,sweat
중,NNG,1778,0.36,Buddhist monk
충분히,MAG,1779,0.96,enough|fully
붉다,VA,1780,0.96,red
호텔,NNG,1781,0.97,hotel
고려,NNP,1782,0.85,Goryeo (dynasty)
맑다,VA,1783,0.98,clean|clear
적극적,NNG,1784,0.90,active|enthusiastic
맡기다,VV,1785,0.98,leave|deposit
목숨,NNG,1786,0.94,life
직업,NNG,1787,0.94,profession|occupation
진행되다,VV,1788,0.90,progress|run|go along
한쪽,NNG,1789,0.93,one side|one slice
하고,JC,1790,0.36,and (particle)
판단,NNG,1791,0.94,judgment|decision
구경,NNG,1792,0.67,sightseeing
서로,NNG,1793,0.97,each other
가난하다,VA,1794,0.90,poor|needy
비싸다,VA,1795,0.74,expensive
구성,NNG,1796,0.83,composition|constitution
더러,JKB,1797,0.68,to (colloquial)
맛있다,VA,1798,0.57,tasty|delicious
해결,NNG,1799,0.86,solution|settlement
인기,NNG,1800,0.78,popularity
가볍다,VA,1801,0.98,light
사항,NNG,1802,0.91,item|matter
커다랗다,VA,1803,0.98,big|huge
불과하다,VA,1804,0.93,be just|be merely
군사,NNG,1805,0.91,military|soldiers
깨다,VV,1806,0.74,wake|become sober
굴,NNG,1807,0.50,cave|cavern|tunnel
여보,IC,1808,0.39,darling|honey
추진하다,VV,1809,0.75,carry forward|prosecute
단지,MAG,1810,0.96,only|merely
표,NNG,1811,0.88,table
솔직히,MAG,1812,0.50,honestly|frankly
꽤,MAG,1813,0.89,fairly|quite
가득,MAG,1814,0.96,full|packed
여사,NNG,1815,0.81,Madam|Mrs.
희망,NNG,1816,0.98,hope|wish
뜨겁다,VA,1817,0.96,hot
붓다,VV,1818,0.77,pour|deposit
부,NNB,1819,0.89,COUNTER (books|magazines)
종합,NNG,1820,0.68,general|overall
결론,NNG,1821,0.94,conclusion
비용,NNG,1822,0.81,cost|expense
민간,NNG,1823,0.80,private
드라마,NNG,1824,0.75,drama
등,NNG,1825,0.89,back (body part)
죽,NNG,1826,0.42,porridge|gruel
가구,NNG,1827,0.77,household|family
감사하다,VV,1828,0.63,appreciate|be thankful
반갑다,VA,1829,0.74,glad|pleasant
평양,NNP,1830,0.83,Pyeongyang
뜯다,VV,1831,0.61,pick|pluck|bite
틈,NNG,1832,0.92,crack|gap|spare time
바깥,NNG,1833,0.78,outside
모임,NNG,1834,0.86,meeting|gathering
자르다,VV,1835,0.91,cut|chop
여부,NNG,1836,0.74,whether or not
랑,JC,1837,0.24,and (particle)
캐다,VV,1838,0.54,dig|delve into
썩,MAG,1839,0.39,very|fairly|right away
약하다,VA,1840,0.92,weak|feeble
비판,NNG,1841,0.83,criticism
시간,NNB,1842,0.79,time
주인공,NNG,1843,0.94,hero|heroine|main character
달리다,VV,1844,0.95,hang
전자,NNG,1845,0.79,electron|electronic
깊이,MAG,1846,0.98,deeply
협력,NNG,1847,0.74,collaboration
흙,NNG,1848,0.87,soil|dirt|earth
바람,NNB,1849,0.92,result of|wearing
가만,MAG,1850,0.39,just as it is
공연,NNG,1851,0.82,performance
깎다,VV,1852,0.75,peel|shave|cut
논의,NNG,1853,0.85,discussion|debate
없애다,VV,1854,0.86,eliminate
천천히,MAG,1855,0.79,slowly
훈련,NNG,1856,0.91,training|drill
자기,NP,1857,0.32,he|she|self
숲,NNG,1858,0.95,forest|grove
배경,NNG,1859,0.91,background
무겁다,VA,1860,0.93,heavy
따라가다,VV,1861,0.72,follow
젊은이,NNG,1862,1.00,young person
공,NNG,1863,0.83,ball
독자,NNG,1864,0.87,reader
총,NNG,1865,0.78,gun|firearm
논문,NNG,1866,0.81,thesis
감추다,VV,1867,0.96,hide
상호,NNG,1868,0.85,mutual|reciprocal
뛰다,VV,1869,0.85,beat|pound
공무원,NNG,1870,0.75,civil official
확실하다,VA,1871,0.96,clear|certain
참여,NNG,1872,0.80,participation
기대하다,VV,1873,0.92,anticipate|expect
정리하다,VV,1874,0.94,arrange|clean
조사하다,VV,1875,0.89,examine|survey
학문,NNG,1876,0.85,study|academics
한국인,NNG,1877,0.93,Korean
기초,NNG,1878,0.86,basis|foundation
주택,NNG,1879,0.76,house|housing
청와대,NNP,1880,0.52,Blue House
잘못되다,VV,1881,0.90,go wrong
당연하다,VA,1882,0.98,natural|reasonable
석,NNB,1883,0.61,COUNTER (seat)
끝내다,VV,1884,0.94,finish|end
닫다,VV,1885,0.79,close
단위,NNG,1886,0.86,unit|measure
총장,NNG,1887,0.72,president|chancellor
봉사,NNG,1888,0.67,service
이미지,NNG,1889,0.88,image
평소,NNG,1890,0.95,usual|ordinary day
지다,VV,1891,0.73,set|sink|go down
스물,NR,1892,0.57,twenty
구름,NNG,1893,0.87,cloud
특성,NNG,1894,0.81,characteristic|property
틀,NNG,1895,0.81,frame|routine|mold
남성,NNG,1896,0.89,man|male
왜냐하면,MAG,1897,0.87,because|since
수입,NNG,1898,0.74,import
전략,NNG,1899,0.77,strategy
도,NNG,1900,0.71,province
가리다,VV,1901,0.89,distinguish|differentiate
프로,NNG,1902,0.71,professional
운영,NNG,1903,0.70,management|operation
미군,NNG,1904,0.90,US Army
선택,NNG,1905,0.91,choice|selection
부문,NNG,1906,0.70,field|sector
게임,NNG,1907,0.81,game
모,NP,1908,0.76,so-and-so
어쩌면,MAG,1909,0.89,maybe|possibly
토지,NNG,1910,0.89,land|ground
좁다,VA,1911,0.94,narrow|cramped
선택하다,VV,1912,0.93,select|choose
변호사,NNG,1913,0.85,lawyer|attorney
침,NNG,1914,0.74,spit|saliva
소위,MAG,1915,0.81,so-called
재미,NNG,1916,0.85,fun|interest
차라리,MAG,1917,0.87,would rather
경향,NNG,1918,0.83,tendency|inclination
몹시,MAG,1919,0.88,exceedingly|awfully
보도,NNG,1920,0.84,report|coverage
아가씨,NNG,1921,0.78,young lady|Miss
돌아서다,VV,1922,0.82,turn around
사무실,NNG,1923,0.94,office
마침내,MAG,1924,0.92,finally
사용,NNG,1925,0.82,use
젖다,VV,1926,0.91,get wet|soaked
부대,NNG,1927,0.96,troops|corps
더군,EF,1928,0.81,FINAL RETROSPECT
근처,NNG,1929,0.90,nearby (area)
찌르다,VV,1930,0.78,stab|prick|poke
챙기다,VV,1931,0.88,gather|arrange
인구,NNG,1932,0.85,population
이쁘다,VA,1933,0.24,pretty
입술,NNG,1934,0.77,lips
민주주의,NNG,1935,0.88,democracy
그만큼,MAG,1936,0.96,that much|to that extent
지도,NNG,1937,0.91,guidance|instruction
소원,NNG,1938,0.54,wish|desire
축구,NNG,1939,0.59,soccer|football
부정,NNG,1940,0.86,illegality|corruption
잘못하다,VV,1941,0.65,make a mistake|blunder
일제,NNG,1942,0.93,Japanese Empire
실시하다,VV,1943,0.73,implement|carry out
즐겁다,VA,1944,0.97,pleasant|joyful
이틀,NNG,1945,0.86,two days
평생,NNG,1946,0.90,lifetime|entire life
의미하다,VV,1947,0.83,mean|signify
한숨,NNG,1948,0.77,deep sigh
깨끗하다,VA,1949,0.93,clean
인사,NNG,1950,0.76,figure|personage
망하다,VV,1951,0.68,fail|go bankrupt
처,NNG,1952,0.76,office|branch
외교,NNG,1953,0.75,diplomacy
걸어가다,VV,1954,0.77,walk
운명,NNG,1955,0.98,destiny
마주,MAG,1956,0.81,face to face
친하다,VA,1957,0.60,close (relationship)
돼지,NNG,1958,0.76,pig|hog|boar
소비자,NNG,1959,0.73,consumer
짐승,NNG,1960,0.83,beast|animal
실수,NNG,1961,0.77,mistake
곡,NNG,1962,0.82,tune|piece of music
예산,NNG,1963,0.70,budget
육십,NR,1964,0.22,sixty
기울이다,VV,1965,1.00,lean|tilt|devote
항,NNG,1966,0.75,section|clause
아주머니,NNG,1967,0.75,aunt|middle-aged woman
하인,NNG,1968,0.44,servant
물질,NNG,1969,0.86,matter|material
얼다,VV,1970,0.59,freeze
들다,VV,1971,0.93,try|take (auxiliary)
비밀,NNG,1972,0.99,secret
마는,JX,1973,0.35,but|only
명령,NNG,1974,0.98,order
냐는,EC,1975,0.94,RELATIVE QUESTION
어머님,NNG,1976,0.56,mother (honorific)
판,NNG,1977,0.78,edition|printing
욕,NNG,1978,0.64,swearing|curse
박다,VV,1979,0.81,drive into|set into
상처,NNG,1980,0.98,injury|abrasion
파악하다,VV,1981,0.89,grasp|comprehend
문자,NNG,1982,0.81,letter|character
소개하다,VV,1983,0.93,introduce
주머니,NNG,1984,0.82,pocket
단순하다,VA,1985,0.96,simple
풀리다,VV,1986,0.94,get loose|come untied
초,NNB,1987,0.76,second
통합,NNG,1988,0.76,combination|integration
임금,NNG,1989,0.77,king
속도,NNG,1990,0.95,speed
최대,NNG,1991,0.75,maximum|biggest
본래,MAG,1992,0.84,originally
교통,NNG,1993,0.83,transportation|traffic
시각,NNG,1994,0.90,view|perspective
개방,NNG,1995,0.71,open
사방,NNG,1996,0.71,every side|direction
대단하다,VA,1997,0.89,great|immense
감사,NNG,1998,0.74,inspection|audit
마침,MAG,1999,0.86,just at that time
궁금하다,VA,2000,0.84,wonder
초기,NNG,2001,0.84,beginning|the early part (of)
쌓이다,VV,2002,0.93,pile up|stack up
형편,NNG,2003,0.96,circumstances
개선,NNG,2004,0.73,improvement
싸다,VA,2005,0.73,cheap|inexpensive
꾸다,VV,2006,0.71,dream
기록하다,VV,2007,0.74,record|document
무,NNG,2008,0.67,white radish
비로소,MAG,2009,0.94,at last|for the first time
그르다,VA,2010,0.36,wrong|incorrect
의도,NNG,2011,0.95,intention|purpose
도착하다,VV,2012,0.99,arrive|get to
하도,MAG,2013,0.52,too much|very
요인,NNG,2014,0.83,main factor|cause
답,NNG,2015,0.69,answer|solution
느라고,EC,2016,0.67,while|as
꾸미다,VV,2017,0.97,decorate|adorn
평균,NNG,2018,0.73,average
헤어지다,VV,2019,0.85,be separated
사흘,NNG,2020,0.72,three days
오늘,MAG,2021,0.58,today
커피,NNG,2022,0.89,coffee
간단하다,VA,2023,0.94,simple
연락,NNG,2024,0.84,contact
성공하다,VV,2025,0.93,succeed
군인,NNG,2026,0.89,soldier
포기하다,VV,2027,0.98,give up|abandon
지하,NNG,2028,0.92,basement
한반도,NNP,2029,0.82,Korean peninsula
틀다,VV,2030,0.74,turn|turn on|play
성공,NNG,2031,0.89,success|hit
성과,NNG,2032,0.87,result|outcome
그대,NP,2033,0.88,you (POETIC)
특별,NNG,2034,0.75,special
관중,NNG,2035,0.41,spectator|audience
정성,NNG,2036,0.68,sincere and true heart
이른바,MAG,2037,0.86,so-called
콩,NNG,2038,0.66,bean|soy
비교하다,VV,2039,0.89,compare
뜨다,VV,2040,0.54,scoop|slice|cut out
ㄹ세,EF,2041,0.67,explain (final ending)
일종,NNG,2042,0.95,sort|kind
더구나,MAG,2043,0.99,besides|moreover
연구소,NNG,2044,0.72,research center
취하다,VV,2045,0.87,get drunk
화자,NNG,2046,0.45,speaker
원리,NNG,2047,0.80,principle
기운,NNG,2048,0.87,energy|vitality
끓이다,VV,2049,0.80,boil|simmer
부처,NNG,2050,0.89,Buddha
혐의,NNG,2051,0.53,charge|suspicion
재,NNG,2052,0.75,ashes
권리,NNG,2053,0.91,right
불가능하다,VA,2054,0.96,impossible
외국인,NNG,2055,0.74,foreigner
만지다,VV,2056,0.74,touch|feel
복잡하다,VA,2057,0.95,complex|complicated|tangled
기도,NNG,2058,0.79,prayer
ㄹ래,EF,2059,0.41,willingness (final ending)
이하,NNG,2060,0.86,below|the following
행복하다,VA,2061,0.96,happy
절차,NNG,2062,0.89,procedure
한계,NNG,2063,0.89,limit
겁,NNG,2064,0.80,fear|fright
가르다,VV,2065,0.67,cut (through)|divide
무너지다,VV,2066,0.98,collapse|crumble
시체,NNG,2067,0.82,dead body
택시,NNG,2068,0.91,taxi|cab
스스로,NNG,2069,0.99,oneself
견해,NNG,2070,0.86,opinion|view
털다,VV,2071,0.84,dust off|shake
과장,NNG,2072,0.93,section chief
어려움,NNG,2073,0.89,difficulty
에서부터,JKB,2074,0.99,source|from
깜짝,MAG,2075,0.74,surprising|startling
미소,NNG,2076,0.87,smile|grin
가방,NNG,2077,0.81,bag
의자,NNG,2078,0.86,chair|stool
기본적,NNG,2079,0.83,basic|fundamental
천하,NNG,2080,0.71,world|whole country
선물,NNG,2081,0.92,gift
토론,NNG,2082,0.79,discussion|debate
눈길,NNG,2083,0.86,sight|look
학원,NNG,2084,0.83,private educational institute
뛰다,VV,2085,0.96,stand out
절대,MAG,2086,0.68,absolutely|completely
셋째,NR,2087,0.87,third
잔뜩,MAG,2088,0.77,very|a great deal of
반대하다,VV,2089,0.93,oppose|disagree
지배,NNG,2090,0.76,government|control
사전,NNG,2091,0.82,encyclopedia
적어도,MAG,2092,0.99,at least
대사,NNG,2093,0.79,ambassador
제목,NNG,2094,0.92,title
우주,NNG,2095,0.89,space|the universe
근거,NNG,2096,0.91,grounds|basis
자본주의,NNG,2097,0.78,capitalism
급하다,VA,2098,0.80,urgent|fast|rash
잎,NNG,2099,0.85,leaf
서방,NNG,2100,0.69,one’s husband
주,NNB,2101,0.66,week
개인적,NNG,2102,0.87,personal|private
지경,NNB,2103,0.90,situation|condition
기독교,NNG,2104,0.84,Christianity
중학교,NNG,2105,0.83,middle school
제자,NNG,2106,0.85,disciple|student
불안하다,VA,2107,0.92,anxious|uneasy
장난,NNG,2108,0.57,fun|mischief|prank
색시,NNG,2109,0.37,unmarried woman|bride
던가,EF,2110,0.91,final question ending
욕심,NNG,2111,0.80,greed
앓다,VV,2112,0.86,suffer|be ill|be sick
안정,NNG,2113,0.84,stability|stabilization
처지,NNG,2114,0.98,situation
책상,NNG,2115,0.88,desk
부모님,NNG,2116,0.80,parents (HONORIFIC)
저쪽,NP,2117,0.65,there|that place
따뜻하다,VA,2118,0.99,warm
해석,NNG,2119,0.86,interpretation
처리하다,VV,2120,0.94,handle|process
기획,NNG,2121,0.70,plan|project
수술,NNG,2122,0.88,surgery
전기,NNG,2123,0.93,electricity|power
의사,NNG,2124,0.93,opinion
그이,NP,2125,0.51,that person|he
악기,NNG,2126,0.56,instrument
푸르다,VA,2127,0.97,green|blue
계약,NNG,2128,0.85,contract
무기,NNG,2129,0.93,weapon|arms
ㅂ디다,EF,2130,0.37,final confirmation ending
복지,NNG,2131,0.82,welfare
둥,NNB,2132,0.55,state of hardly doing
겉,NNG,2133,0.74,surface|outside|exterior
걱정하다,VV,2134,0.90,worry|concern
지다,VV,2135,0.68,lose|be defeated
시내,NNG,2136,0.95,downtown
야당,NNG,2137,0.72,opposition party
펼치다,VV,2138,0.92,open|spread
장치,NNG,2139,0.88,equipment|device
시스템,NNG,2140,0.74,system
병,NNG,2141,0.88,bottle
안,NNG,2142,0.73,item|plan
혀,NNG,2143,0.81,tongue
워낙,MAG,2144,0.79,very|by nature
울음,NNG,2145,0.81,cry
도저히,MAG,2146,0.81,no matter what
아아,IC,2147,0.53,oh-oh|ah
여,JKV,2148,0.67,vocative particle
글자,NNG,2149,0.89,letter|character
여유,NNG,2150,0.98,room|spare
커지다,VV,2151,0.93,grow bigger|expand
확대,NNG,2152,0.76,expansion|enlargement
정리,NNG,2153,0.79,arrangement|organization
기,NNB,2154,0.84,counter for class
절,NNG,2155,0.53,deep bow
서른,NR,2156,0.58,thirty
치마,NNG,2157,0.66,skirt
소녀,NNG,2158,0.96,girl
멋,NNG,2159,0.69,style|refinement
학습,NNG,2160,0.87,learning
부탁,NNG,2161,0.78,favor
슬프다,VA,2162,0.90,sad
답답하다,VA,2163,0.83,stuffy|stifling
합의,NNG,2164,0.77,agreement|consent
최초,NNG,2165,0.88,first
구멍,NNG,2166,0.91,hole
짚다,VV,2167,0.74,put one’s hand on|point to|guess
문득,MAG,2168,0.80,suddenly|all of a sudden
쓰다,VV,2169,0.79,wear|use
기억하다,VV,2170,0.97,remember|recall
지도자,NNG,2171,0.88,leader|coach
양식,NNG,2172,0.84,style|mode|pattern
주먹,NNG,2173,0.79,fist
농촌,NNG,2174,0.91,farming village
조,NNB,2175,0.90,article (legal)
화면,NNG,2176,0.88,screen
참으로,MAG,2177,0.96,really|truly
농업,NNG,2178,0.83,agriculture
대표적,NNG,2179,0.84,representative
오랜,MM,2180,0.99,old|long
시,NNG,2181,0.82,city
대단히,MAG,2182,0.85,greatly|enormously
총재,NNG,2183,0.51,president|governor
꺾다,VV,2184,0.85,break|twist|turn
신다,VV,2185,0.74,wear (shoes)|put on
눈,NNG,2186,0.91,snow
외치다,VV,2187,0.98,shout|cry
분석하다,VV,2188,0.84,analyze
막,NNG,2189,0.72,curtain|act
소금,NNG,2190,0.79,salt
진행,NNG,2191,0.84,progress|progression
숨기다,VV,2192,0.96,hide
시계,NNG,2193,0.92,clock|watch
숙이다,VV,2194,0.79,bow|bend|incline
그분,NP,2195,0.79,that person (HONORIFIC)
보고,NNG,2196,0.87,report|briefing
지켜보다,VV,2197,0.92,watch
비치다,VV,2198,0.95,shine|light up
친정,NNG,2199,0.54,married woman’s parents’ home
숫자,NNG,2200,0.93,number
관점,NNG,2201,0.81,perspective|view
고대,NNG,2202,0.81,ancient time|antiquity
지적,NNG,2203,0.73,pointing out|criticism
용어,NNG,2204,0.82,term|terminology
칠,NNG,2205,0.52,paint
제일,MAG,2206,0.71,best|most
민주,NNG,2207,0.91,democracy|democratic
충격,NNG,2208,0.97,shock|impact
자유롭다,VA,2209,0.95,free
무척,MAG,2210,0.98,very|really
고을,NNG,2211,0.57,village|district
붙잡다,VV,2212,0.77,keep|catch|hold|detain
시위,NNG,2213,0.88,demonstration|protest
당국,NNG,2214,0.72,authorities
입구,NNG,2215,0.87,entrance
치다,VV,2216,0.74,count|consider|assume
주체,NNG,2217,0.80,main agent|subject
이불,NNG,2218,0.70,blanket|covers
묘,NNG,2219,0.58,grave|tomb
